"BRK.B","CELG","DOW","EMR","HAL","MA","MRK","PEP","PM","SPG"
"374",1272100,1033400,427500,431700,304900,888900,514600,949500,872800,1860400
"375",1314900,1186800,495400,472100,344800,955800,528700,995100,875600,1943100
"376",1265200,1019600,434600,432400,302900,896000,509100,966800,885700,1849200
"377",1298000,1138500,473400,447700,327000,920200,521700,979300,871800,1921300
"378",1273400,1070000,431600,438200,299100,877400,513600,950300,861600,1853400
"379",1261000,1004900,414900,441400,301600,845200,501700,969600,885000,1869500
"380",1257000,1019200,413200,422300,285400,848700,504900,951100,863100,1839300
"381",1269900,989200,415300,451300,307800,822300,498300,981800,890900,1801000
"382",1296100,1144100,476600,454300,331600,911000,516700,986800,875700,1930000
"383",1272800,1031100,427800,431700,304900,890400,514100,950100,872900,1860400
"384",1292700,1176700,499700,467900,338500,944000,517500,985100,865900,1917600
"385",1300300,1170900,485900,461000,338900,941700,525000,987600,875200,1947400
"386",1269200,989300,415200,451300,307900,822000,498300,981700,890500,1801500
"387",1254500,1057100,427900,432400,291400,864000,509000,966100,880900,1885700
"388",1256800,1020400,413000,422400,286500,848700,504800,951100,863500,1837200
"389",1270300,989400,414900,451000,307900,822700,498300,981500,890800,1800400
"390",1313600,1186900,494500,472100,343300,955800,528700,994700,876400,1942100
"391",1296600,1146500,477400,454500,330800,911400,516600,987200,876000,1930000
"392",1290200,1083800,449200,446600,318700,916100,516700,973300,890000,1860400
"393",1272000,1026500,427400,431800,304600,889900,513600,950400,874100,1863500
"394",1300900,1170800,486000,461400,339200,942200,525500,987400,875100,1950400
"395",1293600,1073300,458200,446200,319700,917600,519900,979200,897000,1864700
"396",1261200,1006800,415300,442200,301700,845000,501400,969600,884300,1867400
"397",1296500,1144800,477300,454400,330800,911800,516400,987300,876400,1931200
"398",1270800,992100,414700,451000,307600,822200,498500,982000,890900,1792000
"399",1263500,1042200,435700,424800,311800,890900,507700,943000,862600,1826900
"400",1258100,1025000,414500,423400,287000,850600,506000,951100,863700,1838400
"401",1254600,1055200,427600,432300,291200,864000,508800,965500,881500,1884900
"402",1294000,1073000,458200,446100,320500,917900,519400,979100,897100,1864700
"403",1288100,1089900,458900,440000,321800,904200,510500,975900,880700,1872400
"404",1259000,1025000,414500,423300,287000,851000,506000,951000,863300,1838400
"405",1246600,1061500,410500,419200,285100,846500,501800,935400,847500,1812000
"406",1301500,1169500,485900,460800,339200,940800,524700,988000,874700,1949700
"407",1272400,1070000,430400,437000,297600,878100,514000,950600,861600,1855700
"408",1254800,1060200,414700,426800,289200,865900,511600,961800,875500,1872100
"409",1313600,1187600,494400,472000,343200,955500,528800,995100,877400,1941100
"410",1262600,1036000,434800,423400,310900,889300,506900,942300,862500,1825800
"411",1289600,1083600,449200,446500,317900,916100,517200,973400,890100,1861800
"412",1264900,1015300,434500,431500,302100,894900,508600,966400,884200,1848800
"413",1273200,1070000,431400,438000,298500,878600,513900,951200,861700,1857300
"414",1271000,990500,414700,451400,307800,821500,499100,981700,890900,1792900
"415",1296800,1144100,476900,454700,330700,911700,516000,987100,875700,1929900
"416",1258000,1024900,413700,422800,286700,851300,506000,951200,864100,1838400
"417",1261700,1009400,415400,443200,302700,844700,501600,970000,884700,1869600
"418",1270100,1022000,427200,431100,304500,889900,513200,949900,874700,1863300
"419",1272800,1068200,431500,438000,298600,878700,513700,951300,861900,1858800
"420",1288000,1090300,458300,440200,321800,903900,510300,976100,881100,1873000
"421",1300000,1171400,485600,460100,338200,940600,524500,987800,874800,1947500
"422",1293500,1072100,457900,446100,320500,918200,519800,978700,896800,1862500
"423",1296700,1143900,476600,454600,330600,911500,515700,987100,875300,1930600
"424",1299700,1170700,485500,459900,338100,940500,524500,987700,874700,1947500
"425",1258500,1090100,425200,426400,295700,875500,511700,957900,869300,1857400
"426",1290200,1083600,449400,446700,318200,916300,517300,973500,889600,1862300
"427",1313900,1188900,494700,472200,343900,955700,528800,995100,876500,1940200
"428",1244800,1063400,410300,418800,284800,846300,501600,933800,847200,1807000
"429",1299200,1139400,473300,448400,327200,921400,522700,980900,872900,1919300
"430",1263300,1037700,435900,423900,312200,890800,507700,942600,862200,1825800
"431",1254300,1059300,426700,432000,291100,862900,509100,964500,880600,1881100
"432",1269500,993500,414600,451400,307500,820800,499600,981400,890400,1780000
"433",1299800,1169900,485400,459500,337700,940400,524900,988300,874900,1947600
"434",1287400,1089000,457800,439800,321700,903100,509800,975500,881100,1870600
"435",1299500,1169200,485400,459600,337600,940400,524700,988400,874700,1947700
"436",1253000,1060500,415000,426400,288300,865500,511100,961800,874300,1871600
"437",1293300,1073200,457800,446200,321000,918400,519800,978200,896800,1862000
"438",1291800,1179800,499700,467400,339000,944100,517600,986500,865000,1919400
"439",1296500,1143800,477000,454800,331300,912000,515800,986900,875800,1931500
"440",1273400,1067700,431000,437400,297500,878300,513600,951300,862300,1859400
"441",1269700,1024500,427100,431000,304200,889200,512900,949600,872800,1861500
"442",1262700,1038100,436000,424000,312300,891100,507800,942500,862100,1827000
"443",1299700,1140000,473700,448600,327300,920800,522800,981400,872500,1919700
"444",1246000,1064400,409200,418700,285000,846700,501600,933400,847300,1809100
"445",1270300,993200,415200,452200,308100,821500,499700,981600,890500,1787900
"446",1313700,1188900,494400,471900,344100,955500,528900,994600,876700,1940200
"447",1258600,1090400,425000,426500,296000,875300,511700,958400,869600,1856400
"448",1262600,1037700,436000,423700,312400,890900,507700,942300,862600,1828000
"449",1246600,1063600,409700,418500,284700,847100,501800,932600,847500,1810200
"450",1289800,1081800,449100,446700,318200,916800,517500,973700,890000,1861400
"451",1270600,1024900,426900,431400,304900,889200,513200,948900,872100,1860500
"452",1260700,1006900,414200,441200,302000,843200,502600,969200,884000,1870000
"453",1273600,1069800,430900,437000,298300,878400,514100,950900,861800,1859000
"454",1273100,1068300,430900,437000,298500,877900,513900,950500,861600,1858100
"455",1258800,1092000,425000,426500,295700,875900,512200,958600,870000,1855900
"456",1252500,1054700,415400,426200,288700,865700,510400,961200,873400,1870700
"457",1296700,1142800,477600,455100,331000,912100,516200,987700,875900,1934900
"458",1313900,1189800,494500,471500,343700,955400,528700,995400,876200,1941400
"459",1299200,1140800,473900,449000,327500,920900,522700,981100,872400,1918500
"460",1258700,1028500,413700,424200,288400,853400,506100,951300,865600,1837000
"461",1270600,990300,415100,452300,308000,822200,499600,980800,890200,1788400
"462",1288500,1080000,448700,446400,317700,915500,517200,973400,889800,1860400
"463",1313600,1193200,495000,471500,343700,955800,528900,995000,876200,1942400
"464",1273400,1070100,431300,437100,298100,877900,514500,950200,860500,1857200
"465",1262500,1037100,435400,423900,311400,890400,507600,942800,863200,1829000
"466",1273700,1070000,431100,437500,298000,878400,514200,949900,860900,1855500
"467",1285600,1092100,457900,439400,321400,902800,510200,976400,882400,1870000
"468",1270700,990100,415500,452500,308400,822100,499600,981400,889600,1782400
"469",1300000,1168500,484800,460200,338500,942000,524600,988000,873300,1950500
"470",1245100,1063700,409400,418800,284600,847300,501600,933300,847700,1810800
"471",1312400,1192500,494800,471000,342600,954700,528300,994800,875200,1941200
"472",1273500,1067800,430600,437300,297700,878500,513900,949100,860600,1853900
"473",1252400,1052600,415400,426100,287700,864900,510300,961200,872600,1869300
"474",1269200,1022900,426800,431100,304600,888200,512300,949100,871500,1860800
"475",1271000,991700,415900,452900,308700,822800,499700,981600,890100,1780000
"476",1298900,1141100,474100,449000,327100,921100,522900,980600,872000,1918700
"477",1291500,1073000,458000,446300,320000,917400,520200,979500,896500,1863500
"478",1297900,1141000,474000,448500,327100,920600,522800,980600,872100,1918300
"479",1294000,1179100,499200,467500,338800,945600,517800,988400,865600,1921200
"480",1289900,1081200,448900,446800,317900,916500,518200,973800,890100,1861300
"481",1284900,1091000,457600,439000,321400,902300,509800,977200,882500,1870800
"482",1270700,991100,415800,452700,309000,823000,499700,983200,890800,1780200
"483",1273200,1069000,431000,437200,297900,878600,514400,949900,860600,1855100
"484",1294400,1178100,499100,467800,339100,945600,518000,988800,865600,1921700
"485",1252400,1049200,415500,426000,286800,864300,509800,961500,873200,1871900
"486",1291300,1075200,457900,446500,320000,916800,520000,979100,895800,1862400
"487",1256300,1056800,426300,431500,291200,863900,508200,965000,882200,1879500
"488",1265200,1016100,433900,431100,299900,893800,508300,965500,884600,1847300
"489",1270600,989500,415900,452800,308900,823000,499800,983200,890900,1781400
"490",1284300,1088200,457500,438600,321400,901900,509300,977000,882600,1870700
"491",1252600,1048900,415100,426300,287400,864300,509600,961800,873900,1872100
"492",1257400,1093100,424500,426000,297100,875700,512200,957400,869700,1852400
"493",1284700,1087100,457400,438400,321200,901900,509400,976600,883300,1870100
"494",1270600,990400,415800,452400,309000,823300,499900,983600,890900,1784500
"495",1295600,1177600,499200,468200,339600,945600,518300,988400,866000,1920800
"496",1255200,1056500,425500,430900,290700,863500,508100,964900,882200,1880500
"497",1258500,1024200,413200,423000,286900,853700,505500,949900,864400,1834700
"498",1269700,1023500,426200,430600,304000,888000,511900,948800,871800,1860800
"499",1302000,1170000,485900,461200,339900,942600,524500,988200,873700,1950700
"500",1262600,1037100,435500,424000,312100,889600,508500,943100,864300,1829200
"501",1253700,1047500,415700,426500,287700,865200,509400,961700,875000,1871800
"502",1255100,1056800,425500,430800,290600,863300,508200,964600,881800,1881000
"503",1284200,1084000,456800,438400,321400,901700,509500,976800,883400,1870800
"504",1297400,1143600,477900,456100,331600,913400,516300,987200,874800,1932200
"505",1263700,994200,414700,442200,302000,844200,503900,968800,885400,1870600
"506",1270500,991000,416400,452400,309200,828000,499900,983500,891500,1792600
"507",1289300,1078400,448900,446500,317400,915400,518100,974000,890000,1862100
"508",1302400,1169100,486300,461000,340100,942500,524300,987900,873500,1949300
"509",1271300,992200,416800,452700,309500,827000,499900,984200,891500,1794400
"510",1311100,1192100,494500,470400,343300,953500,528500,994200,875100,1938900
"511",1302700,1169900,486600,461600,340800,942900,524500,987700,873700,1950200
"512",1269400,1022000,425800,430100,302800,886600,511700,949400,872100,1859400
"513",1264900,1015300,433800,430800,300400,893200,507900,965100,884200,1846500
"514",1302600,1170400,486400,461400,340600,943000,524700,987900,874300,1950200
"515",1284000,1083800,456500,438200,321200,902300,509700,976700,883400,1870900
"516",1292400,1077500,458300,446500,320800,916500,520600,978900,894900,1862600
"517",1256700,1091400,425700,427100,298000,876200,512800,957800,870700,1855400
"518",1289300,1078700,449000,446400,317100,914900,518400,973800,890000,1862100
"519",1269400,1024000,425800,430000,303100,886800,511600,949400,872300,1861200
"520",1297300,1176200,499100,469000,340500,945700,518300,988500,867200,1922800
"521",1302700,1169900,486400,461200,340900,943300,524700,987900,874400,1950200
"522",1292000,1075700,458300,446800,320500,916200,520400,979000,895000,1860400
"523",1271800,994600,416500,453200,309300,830800,500100,984900,891400,1793700
"524",1246600,1062800,409100,419200,283200,847900,502100,935400,849700,1812600
"525",1298000,1140700,474000,448200,325500,921600,522600,980300,872400,1921300
"526",1302900,1170800,486600,461300,340900,943500,524800,988300,874800,1951600
"527",1297000,1177400,499200,468800,340800,945700,518300,988500,867200,1921800
"528",1258200,1025900,413900,424100,288000,854300,506100,948600,862100,1828600
"529",1265000,1012000,434200,431000,300500,893500,507400,965800,883700,1846400
"530",1299400,1145000,479300,456600,332900,915200,517100,988100,875500,1933700
"531",1284400,1084800,456000,438100,321000,902600,509500,976400,883500,1871000
"532",1262600,1035000,435200,424800,311700,887700,507700,943300,863400,1827900
"533",1292000,1075900,458300,446000,320600,915900,520100,979500,895700,1858900
"534",1270700,1023300,426500,430200,303200,887300,511000,949000,871800,1860200
"535",1311600,1195900,494500,470100,343800,953800,528900,993700,874700,1940100
"536",1299000,1141300,474600,448500,325500,921800,522800,981200,872400,1922000
"537",1255700,1054400,424700,430100,290900,862100,507700,964600,882100,1879100
"538",1265400,1013300,434700,431500,300500,894000,507700,966200,884000,1847300
"539",1299600,1145400,479100,456600,332800,915000,516900,987600,875000,1933500
"540",1289100,1075000,448300,445600,316900,913700,518100,973600,889800,1861600
"541",1272100,994100,416400,453300,309900,831700,500500,984700,890700,1795300
"542",1302900,1170200,486200,461000,340600,943300,524900,988500,874900,1952500
"543",1299400,1141700,474600,448500,325600,922000,522900,981200,872400,1921500
"544",1255200,1054800,424800,429800,290900,861500,508100,964500,881900,1879600
"545",1272500,992900,416400,453300,309700,832500,500500,984700,890100,1795000
"546",1272500,992200,416600,453100,309800,833900,500600,984400,890200,1796900
"547",1289300,1077300,448100,445800,317500,914100,518000,973500,890000,1861800
"548",1257500,1026300,413300,423100,286600,854800,505900,949600,862800,1830000
"549",1245900,1064600,408700,418200,283300,847100,502500,935200,849100,1810600
"550",1303000,1168400,486000,460600,340200,943200,524800,988400,874200,1951500
"551",1284200,1085600,455600,438200,321400,902700,509700,976200,883500,1872000
"552",1256700,1025200,413300,423000,286600,854700,505800,949600,862700,1830200
"553",1265000,1009300,433900,431100,300000,893100,506600,965300,882100,1845900
"554",1270600,1024600,426600,430000,303600,886500,511000,948700,872100,1858700
"555",1298500,1144700,478800,456300,332400,914700,516600,987200,875500,1931500
"556",1289400,1077000,448100,445400,317200,915000,517900,973600,890100,1861900
"557",1298300,1140900,474200,448000,325100,921500,522800,981000,871800,1920200
"558",1284200,1084700,455500,438100,321500,902500,509900,976000,883400,1872500
"559",1246100,1066400,408900,418100,283300,847700,502700,935000,849200,1809900
"560",1311400,1193900,494300,470500,343800,953400,529200,993200,874200,1938700
"561",1272100,991700,416400,453300,309900,833800,500100,984200,890500,1794400
"562",1263000,994300,415100,443100,303600,843700,504100,970000,886400,1871000
"563",1298900,1144700,479200,456200,332000,914700,516600,987400,875600,1932000
"564",1246800,1068400,409400,418400,283500,847600,502800,935100,849700,1809500
"565",1257200,1026500,413300,423200,286300,854400,505900,949600,863400,1830800
"566",1297900,1176900,499500,468500,341600,946400,518100,988700,867500,1921900
"567",1258200,1091200,427200,428500,298800,875700,512600,958200,870900,1854900
"568",1256300,1056200,424100,429700,290200,861300,507800,964800,882300,1878800
"569",1246500,1069500,409500,418900,283700,847300,503000,935000,849100,1809100
"570",1291900,1074400,458000,446300,320200,915900,520500,978500,892300,1856900
"571",1271900,1072500,429700,435900,297800,879400,515600,951200,862600,1858800
